,Timestep,Date,Activity
1307,119072,2023-03-24 16:32:00,make smoothie
1308,119077,2023-03-24 16:37:00,talk with friends on the phone
1309,119105,2023-03-24 17:05:00,bake a cake
1310,119142,2023-03-24 17:42:00,listen to music on hifi (2 h)
1311,119237,2023-03-24 19:17:00,take a shower (men)
1312,119262,2023-03-24 19:42:00,watch sports on TV with SAT Reciever (2 h)
1313,119380,2023-03-24 21:40:00,sleep bed 02 (06 h)
1314,119758,2023-03-25 03:58:00,go to the toilet
1315,119764,2023-03-25 04:04:00,do laundry 60°C with mini washing machine
1316,119779,2023-03-25 04:19:00,make smoothie
1317,119784,2023-03-25 04:24:00,talk with friends on the phone
1318,119812,2023-03-25 04:52:00,practice generic music instrument (1 h)
1319,119892,2023-03-25 06:12:00,get ready in the morning (men)
1320,119901,2023-03-25 06:21:00,hang up laundry outside
1321,119928,2023-03-25 06:48:00,cook coffee
1322,119939,2023-03-25 06:59:00,iron and watch TV with Sat Reciever (1 h)
1323,120004,2023-03-25 08:04:00,go shopping for food in the supermarket (1_5 h)
1324,120087,2023-03-25 09:27:00,run the dishwasher (triggered)
1325,120105,2023-03-25 09:45:00,go to the toilet
1326,120110,2023-03-25 09:50:00,do laundry 30°C with mini washing machine
1327,120124,2023-03-25 10:04:00,eat very small breakfast (5 min)
1328,120129,2023-03-25 10:09:00,clean the windows
1329,120187,2023-03-25 11:07:00,cook weekend lunch for the family
1330,120331,2023-03-25 13:31:00,hang up laundry outside
1331,120363,2023-03-25 14:03:00,talk with friends on the phone
1332,120395,2023-03-25 14:35:00,take a hike (4 h)
1333,120650,2023-03-25 18:50:00,go to the toilet
1334,120656,2023-03-25 18:56:00,visit an opera
1335,120884,2023-03-25 22:44:00,sleep bed 02 (06 h)
1336,121244,2023-03-26 04:44:00,go to the toilet
1337,121249,2023-03-26 04:49:00,make smoothie
1338,121254,2023-03-26 04:54:00,practice generic music instrument (1 h)
1339,121304,2023-03-26 05:44:00,do laundry 30°C with mini washing machine
1340,121321,2023-03-26 06:01:00,get ready in the morning (men)
1341,121331,2023-03-26 06:11:00,talk with friends on the phone
1342,121363,2023-03-26 06:43:00,watch a movie for 1 h 30 min
1343,121460,2023-03-26 08:20:00,hang up laundry outside
1344,121493,2023-03-26 08:53:00,go to the toilet
1345,121498,2023-03-26 08:58:00,iron and watch TV with Sat Reciever (1 h)
1346,121555,2023-03-26 09:55:00,go to horse riding lessons
1347,121744,2023-03-26 13:04:00,cook weekend lunch for the family
1348,121902,2023-03-26 15:42:00,cook coffee
1349,121913,2023-03-26 15:53:00,run vacuum cleaner robot
1350,121923,2023-03-26 16:03:00,talk with friends on the phone
1351,121952,2023-03-26 16:32:00,watch TV (1 h)
1352,122011,2023-03-26 17:31:00,go to the toilet
1353,122016,2023-03-26 17:36:00,watch sports on TV with SAT Reciever (2 h)
1354,122150,2023-03-26 19:50:00,take a shower (men)
1355,122174,2023-03-26 20:14:00,listen to music on hifi (2 h)
1356,122282,2023-03-26 22:02:00,sleep bed 02 (06 h)
1357,122621,2023-03-27 03:41:00,make smoothie
1358,122627,2023-03-27 03:47:00,talk with friends on the phone
1359,122657,2023-03-27 04:17:00,go to the toilet
1360,122662,2023-03-27 04:22:00,watch a movie for 2 h
1361,122791,2023-03-27 06:31:00,work at the office (09 h)
1362,123391,2023-03-27 16:31:00,go to the toilet
1363,123397,2023-03-27 16:37:00,run the dishwasher (triggered)
1364,123411,2023-03-27 16:51:00,make smoothie
1365,123416,2023-03-27 16:56:00,practice generic music instrument (1 h)
1366,123482,2023-03-27 18:02:00,go shopping for food in the supermarket (1_5 h)
1367,123564,2023-03-27 19:24:00,talk with friends on the phone
1368,123596,2023-03-27 19:56:00,take singing lessons
1369,123709,2023-03-27 21:49:00,sleep bed 02 (06 h)
1370,124041,2023-03-28 03:21:00,go to the toilet
1371,124047,2023-03-28 03:27:00,do laundry 30°C with mini washing machine
1372,124064,2023-03-28 03:44:00,make smoothie
1373,124070,2023-03-28 03:50:00,watch the news
1374,124087,2023-03-28 04:07:00,watch sports on TV with SAT Reciever (2 h)
1375,124204,2023-03-28 06:04:00,work at the office (09 h)
1376,124782,2023-03-28 15:42:00,hang up laundry outside
1377,124812,2023-03-28 16:12:00,go to the toilet
1378,124818,2023-03-28 16:18:00,make smoothie
1379,124823,2023-03-28 16:23:00,talk with friends on the phone
1380,124858,2023-03-28 16:58:00,go to horse riding lessons
1381,125069,2023-03-28 20:29:00,go to the toilet
1382,125074,2023-03-28 20:34:00,practice generic music instrument (1 h)
1383,125128,2023-03-28 21:28:00,sleep bed 02 (06 h)
1384,125481,2023-03-29 03:21:00,make smoothie
1385,125486,2023-03-29 03:26:00,do laundry 60°C with mini washing machine
1386,125505,2023-03-29 03:45:00,go to the toilet
1387,125510,2023-03-29 03:50:00,listen to music on hifi (2 h)
1388,125621,2023-03-29 05:41:00,work at the office (09 h)
1389,126107,2023-03-29 13:47:00,hang up laundry outside
1390,126139,2023-03-29 14:19:00,go to the toilet
1391,126144,2023-03-29 14:24:00,iron and watch TV with Sat Reciever (1 h)
1392,126206,2023-03-29 15:26:00,take a shower (men)
1393,126226,2023-03-29 15:46:00,do laundry 30°C with mini washing machine
1394,126242,2023-03-29 16:02:00,make smoothie
1395,126248,2023-03-29 16:08:00,talk with friends on the phone
1396,126275,2023-03-29 16:35:00,run vacuum cleaner robot
1397,126284,2023-03-29 16:44:00,visit the cinema
1398,126455,2023-03-29 19:35:00,hang up laundry outside
1399,126483,2023-03-29 20:03:00,go to the toilet
1400,126488,2023-03-29 20:08:00,watch a movie for 2 h
1401,126618,2023-03-29 22:18:00,sleep bed 02 (06 h)
1402,126975,2023-03-30 04:15:00,make smoothie
1403,126980,2023-03-30 04:20:00,do laundry 30°C with mini washing machine
1404,126994,2023-03-30 04:34:00,practice generic music instrument (1 h)
1405,127050,2023-03-30 05:30:00,work at the office (09 h)
1406,127553,2023-03-30 13:53:00,go to the toilet
1407,127559,2023-03-30 13:59:00,hang up laundry outside
1408,127585,2023-03-30 14:25:00,cook coffee
1409,127594,2023-03-30 14:34:00,iron Clothes
1410,127650,2023-03-30 15:30:00,go shopping for food in the supermarket (1_5 h)
1411,127722,2023-03-30 16:42:00,make smoothie
1412,127727,2023-03-30 16:47:00,talk with friends on the phone
1413,127757,2023-03-30 17:17:00,run the dishwasher (triggered)
1414,127771,2023-03-30 17:31:00,bake bread
1415,127841,2023-03-30 18:41:00,bake a cake
1416,127882,2023-03-30 19:22:00,go to the toilet
1417,127887,2023-03-30 19:27:00,watch a movie for 1 h 30 min
1418,127975,2023-03-30 20:55:00,watch a movie for 2 h
1419,128116,2023-03-30 23:16:00,sleep bed 02 (06 h)
1420,128480,2023-03-31 05:20:00,work at the office (09 h)
1421,129042,2023-03-31 14:42:00,make smoothie
1422,129047,2023-03-31 14:47:00,go to the toilet
1423,129052,2023-03-31 14:52:00,practice generic music instrument (1 h)
1424,129110,2023-03-31 15:50:00,talk with friends on the phone
1425,129141,2023-03-31 16:21:00,go to horse riding lessons
1426,129343,2023-03-31 19:43:00,run the dishwasher (triggered)
1427,129360,2023-03-31 20:00:00,go to the toilet
1428,129365,2023-03-31 20:05:00,do laundry 30°C with mini washing machine
1429,129381,2023-03-31 20:21:00,take a shower (men)
1430,129404,2023-03-31 20:44:00,listen to music on hifi (2 h)
1431,129521,2023-03-31 22:41:00,sleep bed 02 (06 h)
1432,129878,2023-04-01 04:38:00,go to the toilet
1433,129884,2023-04-01 04:44:00,hang up laundry outside
1434,129920,2023-04-01 05:20:00,make smoothie
1435,129926,2023-04-01 05:26:00,cook coffee
1436,129937,2023-04-01 05:37:00,talk with friends on the phone
1437,129969,2023-04-01 06:09:00,watch a movie for 1 h 30 min
1438,130059,2023-04-01 07:39:00,get ready in the morning (men)
1439,130070,2023-04-01 07:50:00,do laundry 60°C with mini washing machine
1440,130086,2023-04-01 08:06:00,eat very small breakfast (5 min)
1441,130091,2023-04-01 08:11:00,watch sports on TV with SAT Reciever (2 h)
1442,130227,2023-04-01 10:27:00,go to the toilet
1443,130233,2023-04-01 10:33:00,hang up laundry outside
1444,130265,2023-04-01 11:05:00,watch TV (1 h)
1445,130266,2023-04-01 11:06:00,cook weekend lunch for the family
1446,130401,2023-04-01 13:21:00,iron and watch TV with Sat Reciever (1 h)
1447,130469,2023-04-01 14:29:00,talk with friends on the phone
1448,130499,2023-04-01 14:59:00,practice generic music instrument (1 h)
1449,130554,2023-04-01 15:54:00,go shopping for food in the supermarket (1_5 h)
1450,130662,2023-04-01 17:42:00,go to the toilet
1451,130668,2023-04-01 17:48:00,take singing lessons
1452,130779,2023-04-01 19:39:00,run vacuum cleaner robot
1453,130789,2023-04-01 19:49:00,watch a movie for 1 h 30 min
1454,130857,2023-04-01 20:57:00,sleep bed 02 (06 h)
1455,131207,2023-04-02 02:47:00,do laundry 30°C with mini washing machine
1456,131222,2023-04-02 03:02:00,make smoothie
1457,131227,2023-04-02 03:07:00,go to the toilet
1458,131233,2023-04-02 03:13:00,talk with friends on the phone
1459,131264,2023-04-02 03:44:00,watch sports on TV with SAT Reciever (2 h)
1460,131378,2023-04-02 05:38:00,hang up laundry outside
1461,131406,2023-04-02 06:06:00,get ready in the morning (men)
1462,131415,2023-04-02 06:15:00,cook coffee
1463,131426,2023-04-02 06:26:00,watch TV (1 h)
1464,131482,2023-04-02 07:22:00,watch the news
1465,131500,2023-04-02 07:40:00,watch a movie for 2 h
1466,131626,2023-04-02 09:46:00,go to the toilet
1467,131631,2023-04-02 09:51:00,eat very small breakfast (5 min)
1468,131636,2023-04-02 09:56:00,talk with friends on the phone
1469,131663,2023-04-02 10:23:00,run the dishwasher (triggered)
1470,131679,2023-04-02 10:39:00,watch a movie for 1 h 30 min
1471,131705,2023-04-02 11:05:00,cook weekend lunch for the family
1472,131852,2023-04-02 13:32:00,watch sports on TV with SAT Reciever (2 h)
1473,131977,2023-04-02 15:37:00,practice generic music instrument (1 h)
1474,132050,2023-04-02 16:50:00,go to the toilet
1475,132056,2023-04-02 16:56:00,go to horse riding lessons
1476,132226,2023-04-02 19:46:00,watch the news
1477,132241,2023-04-02 20:01:00,talk with friends on the phone
1478,132265,2023-04-02 20:25:00,take a shower (men)
1479,132286,2023-04-02 20:46:00,listen to music on hifi (2 h)
1480,132398,2023-04-02 22:38:00,sleep bed 02 (06 h)
1481,132748,2023-04-03 04:28:00,go to the toilet
1482,132753,2023-04-03 04:33:00,make smoothie
1483,132759,2023-04-03 04:39:00,watch a movie for 1 h 30 min
1484,132838,2023-04-03 05:58:00,work at the office (09 h)
1485,133432,2023-04-03 15:52:00,go to the toilet
1486,133437,2023-04-03 15:57:00,do laundry 30°C with mini washing machine
1487,133452,2023-04-03 16:12:00,make smoothie
1488,133457,2023-04-03 16:17:00,talk with friends on the phone
1489,133487,2023-04-03 16:47:00,practice generic music instrument (1 h)
1490,133540,2023-04-03 17:40:00,hang up laundry outside
1491,133574,2023-04-03 18:14:00,go shopping for food in the supermarket (1_5 h)
1492,133657,2023-04-03 19:37:00,iron and watch TV with Sat Reciever (1 h)
1493,133719,2023-04-03 20:39:00,watch sports on TV with DVB-T (2 h)
1494,133843,2023-04-03 22:43:00,sleep bed 02 (06 h)
1495,134232,2023-04-04 05:12:00,work at the office (09 h)
1496,134740,2023-04-04 13:40:00,go to the toilet
1497,134746,2023-04-04 13:46:00,do laundry 30°C with mini washing machine
1498,134761,2023-04-04 14:01:00,make smoothie
1499,134767,2023-04-04 14:07:00,cook coffee
1500,134779,2023-04-04 14:19:00,talk with friends on the phone
1501,134811,2023-04-04 14:51:00,watch the news
1502,134826,2023-04-04 15:06:00,watch a movie for 1 h 30 min
1503,134921,2023-04-04 16:41:00,hang up laundry outside
1504,134947,2023-04-04 17:07:00,practice generic music instrument (1 h)
1505,135001,2023-04-04 18:01:00,go to horse riding lessons
1506,135156,2023-04-04 20:36:00,go to the toilet
1507,135160,2023-04-04 20:40:00,take a shower (men)
1508,135183,2023-04-04 21:03:00,listen to music on hifi (2 h)
1509,135303,2023-04-04 23:03:00,sleep bed 02 (06 h)
1510,135631,2023-04-05 04:31:00,make smoothie
1511,135635,2023-04-05 04:35:00,do laundry 60°C with mini washing machine
1512,135653,2023-04-05 04:53:00,talk with friends on the phone
1513,135685,2023-04-05 05:25:00,work at the office (09 h)
1514,136312,2023-04-05 15:52:00,go to the toilet
1515,136317,2023-04-05 15:57:00,run the dishwasher (triggered)
1516,136333,2023-04-05 16:13:00,hang up laundry outside
1517,136359,2023-04-05 16:39:00,make smoothie
1518,136365,2023-04-05 16:45:00,iron and watch TV with Sat Reciever (1 h)
1519,136416,2023-04-05 17:36:00,run vacuum cleaner robot
1520,136427,2023-04-05 17:47:00,take singing lessons
1521,136564,2023-04-05 20:04:00,practice generic music instrument (1 h)
1522,136618,2023-04-05 20:58:00,talk with friends on the phone
1523,136651,2023-04-05 21:31:00,sleep bed 02 (06 h)
1524,137015,2023-04-06 03:35:00,go to the toilet
1525,137021,2023-04-06 03:41:00,do laundry 30°C with mini washing machine
1526,137035,2023-04-06 03:55:00,make smoothie
1527,137041,2023-04-06 04:01:00,watch a movie for 2 h
1528,137141,2023-04-06 05:41:00,work at the office (09 h)
1529,137665,2023-04-06 14:25:00,hang up laundry outside
1530,137698,2023-04-06 14:58:00,go shopping for food in the supermarket (1_5 h)
1531,137784,2023-04-06 16:24:00,go to the toilet
1532,137790,2023-04-06 16:30:00,make smoothie
1533,137796,2023-04-06 16:36:00,talk with friends on the phone
1534,137828,2023-04-06 17:08:00,bake bread
1535,137891,2023-04-06 18:11:00,bake a cake
1536,137925,2023-04-06 18:45:00,visit the cinema
1537,138124,2023-04-06 22:04:00,sleep bed 02 (06 h)
1538,138466,2023-04-07 03:46:00,watch TV (1 h)
1539,138535,2023-04-07 04:55:00,read a book on the couch all the time
1540,138666,2023-04-07 07:06:00,go to the toilet
1541,138671,2023-04-07 07:11:00,read a book on the couch all the time
1542,138802,2023-04-07 09:22:00,make and drink tea (15 min)
1543,138818,2023-04-07 09:38:00,read a book on the couch only 9:00 to 22:00
1544,138912,2023-04-07 11:12:00,run the dishwasher (triggered)
1545,138927,2023-04-07 11:27:00,take a nap
1546,138985,2023-04-07 12:25:00,go to the toilet
1547,138990,2023-04-07 12:30:00,read a book on the couch only 9:00 to 22:00
1548,139104,2023-04-07 14:24:00,read a book on the couch all the time
1549,139229,2023-04-07 16:29:00,read a book on the couch only 9:00 to 22:00
1550,139347,2023-04-07 18:27:00,go to the toilet
1551,139353,2023-04-07 18:33:00,make and drink tea (15 min)
1552,139373,2023-04-07 18:53:00,read a book on the couch only 9:00 to 22:00
1553,139485,2023-04-07 20:45:00,watch TV (1 h)
1554,139542,2023-04-07 21:42:00,sleep bed 02 (06 h)
1555,139902,2023-04-08 03:42:00,go to the toilet
1556,139908,2023-04-08 03:48:00,read a book (1 h)
1557,139977,2023-04-08 04:57:00,read a magazine
1558,140032,2023-04-08 05:52:00,read a newspaper for 30min
1559,140066,2023-04-08 06:26:00,get ready in the morning (men)
1560,140074,2023-04-08 06:34:00,make and drink tea (15 min)
1561,140090,2023-04-08 06:50:00,practice generic music instrument (1 h)
1562,140155,2023-04-08 07:55:00,read a book on the couch all the time
1563,140278,2023-04-08 09:58:00,eat very small breakfast (5 min)
1564,140284,2023-04-08 10:04:00,go to the toilet
1565,140289,2023-04-08 10:09:00,take a nap
1566,140357,2023-04-08 11:17:00,read a book on the couch only 9:00 to 22:00
1567,140500,2023-04-08 13:40:00,read a book on the couch all the time
1568,140622,2023-04-08 15:42:00,take nap on the weekend (2 h)
1569,140729,2023-04-08 17:29:00,make and drink tea (15 min)
1570,140745,2023-04-08 17:45:00,read a book on the couch all the time
1571,140870,2023-04-08 19:50:00,go to the toilet
1572,140875,2023-04-08 19:55:00,watch TV (1 h)
1573,140928,2023-04-08 20:48:00,read a book on the couch only 9:00 to 22:00
1574,141063,2023-04-08 23:03:00,sleep bed 02 (06 h)
1575,141409,2023-04-09 04:49:00,go to the toilet
1576,141414,2023-04-09 04:54:00,read a book (1 h)
1577,141483,2023-04-09 06:03:00,get ready in the morning (men)
1578,141494,2023-04-09 06:14:00,make and drink tea (15 min)
1579,141511,2023-04-09 06:31:00,take a shower (men)
1580,141530,2023-04-09 06:50:00,read a newspaper for 30min
1581,141557,2023-04-09 07:17:00,read a magazine
1582,141613,2023-04-09 08:13:00,read a book on the couch all the time
1583,141634,2023-04-09 08:34:00,eat a cooked meal (interrupting) (make and eat sunday morning brunch (4 h))
1584,141851,2023-04-09 12:11:00,take a nap
1585,141912,2023-04-09 13:12:00,go to the toilet
1586,141918,2023-04-09 13:18:00,practice generic music instrument (1 h)
1587,141979,2023-04-09 14:19:00,read a book on the couch only 9:00 to 22:00
1588,142086,2023-04-09 16:06:00,run the dishwasher (triggered)
1589,142101,2023-04-09 16:21:00,take nap on the weekend (2 h)
1590,142225,2023-04-09 18:25:00,make and drink tea (15 min)
1591,142240,2023-04-09 18:40:00,read a book (1 h)
1592,142305,2023-04-09 19:45:00,watch the news
1593,142321,2023-04-09 20:01:00,go to the toilet
1594,142326,2023-04-09 20:06:00,read a newspaper for 30min
1595,142353,2023-04-09 20:33:00,read a magazine
1596,142408,2023-04-09 21:28:00,sleep bed 02 (06 h)
1597,142754,2023-04-10 03:14:00,read a book on the couch all the time
1598,142900,2023-04-10 05:40:00,make and drink tea (15 min)
1599,142914,2023-04-10 05:54:00,watch the news
1600,142932,2023-04-10 06:12:00,get ready in the morning (men)
1601,142942,2023-04-10 06:22:00,go to the toilet
1602,142947,2023-04-10 06:27:00,read a book (1 h)
1603,143004,2023-04-10 07:24:00,read a newspaper for 30min
1604,143038,2023-04-10 07:58:00,watch a movie for 1 h 30 min
1605,143129,2023-04-10 09:29:00,eat very small breakfast (5 min)
1606,143135,2023-04-10 09:35:00,read a book on the couch only 9:00 to 22:00
1607,143246,2023-04-10 11:26:00,take a nap
1608,143302,2023-04-10 12:22:00,read a book on the couch all the time
1609,143412,2023-04-10 14:12:00,go to the toilet
1610,143418,2023-04-10 14:18:00,make and drink tea (15 min)
1611,143435,2023-04-10 14:35:00,read a book on the couch only 9:00 to 22:00
1612,143575,2023-04-10 16:55:00,practice generic music instrument (1 h)
1613,143634,2023-04-10 17:54:00,read a book on the couch all the time
1614,143759,2023-04-10 19:59:00,read a magazine
1615,143820,2023-04-10 21:00:00,read a book on the couch only 9:00 to 22:00
1616,143956,2023-04-10 23:16:00,sleep bed 02 (06 h)
